Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HITECHGEAR, EQ, 22-Mar-2021,186.35,185.05,187.95,183,185.9,184.05,185,11953,22.11,337,10806,90.4
HLEGLAS, EQ, 22-Mar-2021,2429.1,2490,2510,2329.1,2430,2433.2,2420.08,13138,317.95,1643,8810,67.06
HLVLTD, EQ, 22-Mar-2021,6.2,6.3,6.3,5.95,6.1,6.1,6.08,266308,16.2,530,152991,57.45
HMT, BZ, 22-Mar-2021,33.25,34.9,34.9,32,33.4,34.25,34.11,37359,12.74,146, -, -
HMVL, EQ, 22-Mar-2021,64.4,64.15,66.15,63.3,63.85,63.85,64.56,15441,9.97,214,10148,65.72
HNDFDS, EQ, 22-Mar-2021,2074.1,2115,2150,2060.1,2101,2119.2,2113.18,9824,207.6,2576,4779,48.65
HNGSNGBEES, EQ, 22-Mar-2021,349.59,353,356,345.01,353,353,350.19,1392,4.87,104,990,71.12
HOMEFIRST, EQ, 22-Mar-2021,467.95,465,479.8,459.75,468.9,469.8,470.28,293107,1378.43,11257,82005,27.98
HONAUT, EQ, 22-Mar-2021,42919.15,42848,44610,41851.25,44400,44509.85,43282.94,8784,3801.97,5503,3500,39.85
HONDAPOWER, EQ, 22-Mar-2021,1011.55,1028,1029.15,999.2,1005.05,1007.3,1014.89,8899,90.32,871,5347,60.09
HOVS, EQ, 22-Mar-2021,52.35,54.5,54.95,54.4,54.95,54.95,54.7,15955,8.73,88,13782,86.38
HPL, EQ, 22-Mar-2021,52.7,52.75,62.45,52.75,58,58.25,59.26,1561390,925.21,10579,646362,41.4
HSCL, EQ, 22-Mar-2021,42.5,42.8,43.9,42.1,43.15,43.15,43.2,3962252,1711.63,12296,1252309,31.61
HSIL, EQ, 22-Mar-2021,164.35,163.9,168.95,159.85,161.95,162.25,163.35,129037,210.78,3627,58018,44.96
HTMEDIA, EQ, 22-Mar-2021,22.35,22.05,23.35,21.55,22.4,22.35,22.64,191790,43.42,702,132666,69.17
HUBTOWN, BE, 22-Mar-2021,16.3,16.65,17.1,15.9,16.7,16.85,16.47,98781,16.27,71, -, -
HUDCO, EQ, 22-Mar-2021,46.4,46.55,48.05,45.6,47.6,47.65,47.09,3921360,1846.56,12643,987768,25.19
HUDCO, N2, 22-Mar-2021,1192.5,1195,1195,1186.1,1190,1188.84,1189.85,2110,25.11,59,1400,66.35
HUDCO, N3, 22-Mar-2021,1037.12,1037,1039.8,1037,1038,1038,1038.39,1652,17.15,28,1562,94.55
HUDCO, N6, 22-Mar-2021,1039.6,1239.99,1239.99,1230,1230,1230,1235,2,0.02,2,2,100
HUDCO, N7, 22-Mar-2021,1207,1207.1,1207.1,1207.1,1207.1,1207.1,1207.1,30,0.36,1,30,100
HUDCO, N9, 22-Mar-2021,1225.1,1230,1230,1225.1,1225.11,1225.1,1225.23,586,7.18,9,582,99.32
HUDCO, NA, 22-Mar-2021,1110.5,1125,1125,1125,1125,1125,1125,20000,225,2,20000,100
HUDCO, ND, 22-Mar-2021,1273.46,1271,1280,1269.96,1278,1278,1278.56,477,6.1,18,452,94.76
HUDCO, NE, 22-Mar-2021,1413.5,1415,1424.9,1415,1420,1423.7,1416.86,1845,26.14,20,1745,94.58
HUHTAMAKI, EQ, 22-Mar-2021,276.15,277.6,284.4,277.55,282.9,282.55,281.8,69405,195.59,1609,37108,53.47
HUSYSLTD, SM, 22-Mar-2021,93,88.5,94,88.5,94,94,91.25,4000,3.65,2,0,0
IBMFNIFTY, EQ, 22-Mar-2021,154.78,155,155,151.51,151.51,153.3,153.19,168,0.26,50,97,57.74
IBREALEST, EQ, 22-Mar-2021,92.75,93.2,95.9,88.4,89,89.5,91.27,12214149,11147.74,37893,5091857,41.69
IBUCCREDIT, N4, 22-Mar-2021,1200,1187,1195,1187,1195,1189.42,1189.42,33,0.39,2,33,100
IBUCCREDIT, N9, 22-Mar-2021,900.11,905,905,905,905,905,905,600,5.43,1,600,100
IBUCCREDIT, ND, 22-Mar-2021,855,900,900,900,900,900,900,1,0.01,1,1,100
IBULHSGFIN, EQ, 22-Mar-2021,215.25,216.75,218.25,212.2,213.3,213.25,215.1,15774618,33931.07,89563,1644929,10.43
IBULHSGFIN, N8, 22-Mar-2021,914.99,900,900,895,895,895,897.05,61,0.55,2,61,100
IBULHSGFIN, NA, 22-Mar-2021,900,871.8,880,870,873,873,872.1,483,4.21,21,483,100
ICEMAKE, EQ, 22-Mar-2021,68.15,70.95,70.95,66.4,66.4,67.25,68.29,23417,15.99,240,15194,64.88
ICICI500, EQ, 22-Mar-2021,199.97,209.98,209.98,200,201.22,201.98,201.49,1799,3.62,160,1093,60.76
ICICIALPLV, EQ, 22-Mar-2021,136.87,139.95,139.98,135.5,138.8,138.79,138.54,5012,6.94,129,4591,91.6
ICICIB22, EQ, 22-Mar-2021,36.77,36.99,36.99,36.4,36.83,36.75,36.7,632548,232.14,3167,311014,49.17
ICICIBANK, EQ, 22-Mar-2021,586.65,586.85,586.85,569.5,573.7,573.45,575.8,21755401,125268.11,307965,8128446,37.36
ICICIBANKN, EQ, 22-Mar-2021,338.96,346,346,325.7,333.4,333.91,334.74,4179,13.99,347,3463,82.87
ICICIBANKP, EQ, 22-Mar-2021,180.58,179.95,180.49,176.5,177.1,177.36,178.61,25126,44.88,667,8420,33.51
ICICIGI, EQ, 22-Mar-2021,1436.6,1440,1460,1430,1435,1434.6,1440.02,466422,6716.55,27502,326419,69.98
ICICIGOLD, EQ, 22-Mar-2021,40.17,40.45,40.45,39.71,39.8,39.76,39.87,230755,92,1916,178203,77.23
ICICILIQ, EQ, 22-Mar-2021,999.99,999.99,1000,999.99,1000,1000,999.99,7584,75.84,16,6483,85.48
ICICILOVOL, EQ, 22-Mar-2021,117.44,119.47,119.7,111.7,118.41,118.32,117.8,12413,14.62,587,10939,88.13
ICICIM150, EQ, 22-Mar-2021,89.16,89,91.5,88.03,90,89.97,89.22,9393,8.38,250,3733,39.74
ICICIMCAP, EQ, 22-Mar-2021,84.86,85.8,86.43,84,86.1,85.98,85.84,16795,14.42,264,11841,70.5
ICICINF100, EQ, 22-Mar-2021,159.39,165.7,165.7,158.5,160.61,160.43,159.77,3867,6.18,286,3034,78.46
ICICINIFTY, EQ, 22-Mar-2021,157.05,180.6,180.6,155.05,156.62,157.01,156.39,80099,125.27,6532,54628,68.2
ICICINV20, EQ, 22-Mar-2021,77.5,80,80,76.85,78.54,78.33,77.91,9478,7.38,705,7300,77.02
ICICINXT50, EQ, 22-Mar-2021,34.67,35.6,39.9,31.7,34.86,34.93,35.23,61605,21.7,474,34891,56.64
ICICIPRULI, EQ, 22-Mar-2021,430.05,430.2,439.1,430,438.4,437.75,434.45,3393413,14742.59,34643,2074822,61.14
ICICISENSX, EQ, 22-Mar-2021,539.87,540,544.5,532.05,537.7,537.29,535.79,450,2.41,88,246,54.67
ICICITECH, EQ, 22-Mar-2021,257.57,280.8,280.8,252.5,261.5,262.65,261.36,7772,20.31,148,3600,46.32
ICIL, EQ, 22-Mar-2021,124.25,124.85,124.85,117,118.75,118.45,120.12,217820,261.65,4077,130792,60.05
ICRA, EQ, 22-Mar-2021,3344.25,3397.65,3397.65,3051,3077,3075.7,3181.04,67944,2161.32,10928,19271,28.36
IDBI, EQ, 22-Mar-2021,37.35,37.75,38.35,36.35,37.35,37.4,37.55,21136992,7937.52,36312,6650550,31.46
IDBIGOLD, EQ, 22-Mar-2021,4191.95,4151.5,4196.8,4139.5,4151,4159.65,4161.96,58,2.41,51,35,60.34
IDEA, EQ, 22-Mar-2021,9.75,9.7,10.15,9.55,10.05,10,9.89,141848777,14023.36,146451,52100100,36.73
IDFC, EQ, 22-Mar-2021,50.4,50.4,51.35,49.85,50.3,50.45,50.56,1933725,977.74,8355,924162,47.79
IDFCFIRSTB, EQ, 22-Mar-2021,60.35,60.05,61.1,58.75,59.45,59.45,59.84,37193196,22255.32,64811,6533040,17.57
IDFCFIRSTB, NA, 22-Mar-2021,11150,11081.07,11140,11081.07,11130,11130,11103.34,31,3.44,12,18,58.06
IDFCFIRSTB, NB, 22-Mar-2021,5050,5060,5060,5060,5060,5060,5060,4,0.2,1,4,100
IDFCFIRSTB, NC, 22-Mar-2021,10680,10680,10680,10670,10680,10680,10676.15,13,1.39,6,13,100
IDFCFIRSTB, NE, 22-Mar-2021,10451,10460,10460,10460,10460,10460,10460,4,0.42,2,4,100
IDFNIFTYET, EQ, 22-Mar-2021,153.57,150.5,154.07,150.5,153.1,153.1,153.54,89,0.14,13,81,91.01
IEX, EQ, 22-Mar-2021,370.9,378.3,389,353,354.95,356.25,367.34,4146941,15233.34,128898,2074996,50.04
IFBAGRO, EQ, 22-Mar-2021,380.8,403,403,382.65,391,390.85,387.98,11557,44.84,603,7884,68.22
IFBIND, EQ, 22-Mar-2021,1082.3,1082.3,1088,1011.25,1023,1027.4,1032.36,102161,1054.67,7399,48955,47.92
IFCI, EQ, 22-Mar-2021,12.35,12.3,12.95,12.1,12.95,12.95,12.76,3874901,494.34,9238,2527605,65.23
IFCI, NH, 22-Mar-2021,1072.03,1082,1089.99,1078,1078,1078,1084.68,1052,11.41,17,974,92.59
IFCI, NL, 22-Mar-2021,1069.9,1072,1072,1072,1072,1072,1072,70,0.75,2,70,100
IFGLEXPOR, EQ, 22-Mar-2021,303.5,319,344,310,334.5,333.85,331.09,450696,1492.2,9097,212777,47.21
IGARASHI, EQ, 22-Mar-2021,291.5,292.5,301.6,288.25,289.8,290.45,293.15,131616,385.84,6987,60716,46.13
IGL, EQ, 22-Mar-2021,511.2,513.5,518.5,506.25,517.75,515.15,511.55,2480501,12688.94,41830,876746,35.35
IGPL, EQ, 22-Mar-2021,439.25,439,457.95,431.05,450,449.1,449.48,47451,213.28,2559,22757,47.96
IIFCL, N4, 22-Mar-2021,1390,1390,1390,1390,1390,1390,1390,50,0.7,1,50,100
IIFL, EQ, 22-Mar-2021,301.75,303,310,288.2,306.5,299.8,295.87,384944,1138.94,6528,177739,46.17
IIFL, N3, 22-Mar-2021,1214,1215.8,1215.8,1215.8,1215.8,1215.8,1215.8,15,0.18,1,15,100
IIFL, N4, 22-Mar-2021,1020.27,1025,1025,1015.1,1020.15,1020.15,1023.88,463,4.74,14,463,100
IIFL, N5, 22-Mar-2021,1030,1022,1028,1020,1025.1,1025.1,1022.83,540,5.52,7,350,64.81
IIFL, N7, 22-Mar-2021,1020,1025,1025,1025,1025,1025,1025,50,0.51,1,50,100
IIFL, NA, 22-Mar-2021,1165.35,1162.25,1162.25,1162.25,1162.25,1162.25,1162.25,11,0.13,1,11,100
IIFLSEC, EQ, 22-Mar-2021,49.8,50.1,51.7,49.05,50.55,50.4,50.15,373560,187.34,2380,152741,40.89
IIFLWAM, EQ, 22-Mar-2021,1173.35,1156,1215.05,1156,1210,1204.85,1182.03,11928,140.99,2003,8294,69.53
IITL, EQ, 22-Mar-2021,57.6,56.5,58.25,54.95,55.4,55.8,55.92,1224,0.68,54,801,65.44
IL&FSENGG, BZ, 22-Mar-2021,3.25,3.25,3.35,3.2,3.25,3.25,3.24,12199,0.4,27, -, -
IL&FSTRANS, BZ, 22-Mar-2021,2.6,2.55,2.55,2.5,2.5,2.5,2.5,107207,2.68,79, -, -
IMAGICAA, BE, 22-Mar-2021,6.8,6.9,7.1,6.6,7.1,7.05,6.85,150503,10.31,187, -, -
IMFA, EQ, 22-Mar-2021,435.95,448.9,456.7,442.35,452.1,452.35,451.78,33177,149.89,1014,22870,68.93
IMPAL, EQ, 22-Mar-2021,700.25,690.45,710,677,710,700.05,694.45,781,5.42,107,602,77.08
IMPEXFERRO, EQ, 22-Mar-2021,1.05,1.1,1.1,1.1,1.1,1.1,1.1,16212,0.18,15,16212,100
INDBANK, EQ, 22-Mar-2021,12.6,12.1,13.65,12.1,13.2,13.1,13.11,90416,11.85,452,53796,59.5
INDHOTEL, EQ, 22-Mar-2021,114,114.2,116.95,113.1,114.9,114.9,114.97,1105525,1270.99,7240,583086,52.74
INDIACEM, EQ, 22-Mar-2021,162.1,163.25,167.1,162.1,166.5,165.55,164.93,1722090,2840.27,16988,424427,24.65
INDIAGLYCO, EQ, 22-Mar-2021,438.15,438.5,472,436,469.1,470.65,463.38,356874,1653.67,13191,88235,24.72
INDIAMART, EQ, 22-Mar-2021,8139,8190,8264,7900.15,8003,7993.2,8108.39,104348,8460.95,22794,46891,44.94
INDIANB, EQ, 22-Mar-2021,119.55,119.5,122.9,118.35,119.9,119.8,120.39,1420899,1710.59,11469,328113,23.09
INDIANCARD, EQ, 22-Mar-2021,135.2,133.05,143.95,131.35,135.1,135.95,139.18,10360,14.42,149,2504,24.17
INDIANHUME, EQ, 22-Mar-2021,181.15,180.25,183.75,178.1,178.65,178.7,180.15,78849,142.05,7335,23028,29.21
INDIGO, EQ, 22-Mar-2021,1663.6,1663.6,1727.85,1626.25,1705.9,1713.85,1694.02,2226951,37724.96,49858,953543,42.82
INDIGOPNTS, EQ, 22-Mar-2021,2285.45,2290,2399.95,2289.8,2380,2378.5,2331.17,166836,3889.24,9222,118299,70.91
INDIGRID, IV, 22-Mar-2021,135.86,136.99,136.99,135.25,135.75,135.95,136.11,40824,55.57,24,34020,83.33
INDLMETER, EQ, 22-Mar-2021,14.5,14.3,15.1,14.25,14.85,14.85,14.78,3473,0.51,79,2453,70.63
INDNIPPON, EQ, 22-Mar-2021,363.1,370.55,378,365.9,369.3,370.6,372.19,13152,48.95,517,7473,56.82
INDOCO, EQ, 22-Mar-2021,279.5,285,285,278.25,281.3,280.65,280.33,49178,137.86,2459,24402,49.62
INDORAMA, EQ, 22-Mar-2021,37.6,39.9,39.9,37.5,38.5,38.55,38.49,31851,12.26,192,27007,84.79
INDOSOLAR, BZ, 22-Mar-2021,2.3,2.4,2.4,2.2,2.3,2.2,2.22,280266,6.22,200, -, -
INDOSTAR, EQ, 22-Mar-2021,325.65,328.3,333.3,324,325.7,328.6,328.66,22810,74.97,1363,6231,27.32
INDOTECH, EQ, 22-Mar-2021,94,94.4,95,91.2,92.25,92,92.83,19043,17.68,455,11209,58.86
INDOTHAI, BE, 22-Mar-2021,44.2,42.15,45.9,42.15,45.9,45.8,44.48,12922,5.75,30, -, -
INDOWIND, BE, 22-Mar-2021,4.2,4.2,4.3,4,4.3,4.25,4.2,44599,1.87,175, -, -
INDRAMEDCO, EQ, 22-Mar-2021,54.95,55.15,57.5,54.75,55.9,55.9,56.32,186836,105.22,1875,89173,47.73
INDSWFTLAB, EQ, 22-Mar-2021,76.7,76.7,80,75,79.9,78.5,78.23,68125,53.3,760,40749,59.82
INDSWFTLTD, BE, 22-Mar-2021,4.7,4.9,4.9,4.7,4.9,4.9,4.89,53616,2.62,34, -, -
INDTERRAIN, BE, 22-Mar-2021,31.05,31.95,31.95,29.6,30,29.8,30.17,186503,56.27,601, -, -
INDUSINDBK, EQ, 22-Mar-2021,1011.9,1006,1011.85,961.05,969.35,968.15,979.63,12692489,124338.8,221830,4610282,36.32
INDUSTOWER, EQ, 22-Mar-2021,263.5,257.5,261,256.7,257.25,257.85,258.74,3151619,8154.56,19753,1708291,54.2
INEOSSTYRO, EQ, 22-Mar-2021,951.65,951,991.15,945,980,976.8,977.21,22099,215.95,1985,10418,47.14
INFIBEAM, EQ, 22-Mar-2021,43.95,43.2,43.25,40.5,42.35,42.25,41.81,18941842,7919.58,19757,12496681,65.97
INFOBEAN, EQ, 22-Mar-2021,145.5,145.45,147.55,135.3,141.6,143.05,142.27,28246,40.19,482,10053,35.59
INFOMEDIA, BE, 22-Mar-2021,3.9,3.75,3.75,3.75,3.75,3.75,3.75,100,0,1, -, -
INFRABEES, EQ, 22-Mar-2021,428.49,419.95,441,419.95,429.8,429.81,428.35,1501,6.43,103,1142,76.08
INFY, EQ, 22-Mar-2021,1344.45,1350.1,1376,1336.1,1371.1,1370.8,1355.94,4862758,65936.05,129112,2199710,45.24
INGERRAND, EQ, 22-Mar-2021,688.25,688,700.85,683,698.8,699.25,695.35,10636,73.96,1170,5514,51.84
INNOVANA, SM, 22-Mar-2021,84.4,81.5,86.25,80.5,80.5,82.7,82.39,4000,3.3,4,3000,75
INNOVATIVE, SM, 22-Mar-2021,8.8,8.7,8.85,8.7,8.85,8.85,8.76,63000,5.52,4,63000,100
INOXLEISUR, EQ, 22-Mar-2021,321.3,310,317,305,308.8,308.8,311.31,578745,1801.71,10825,171172,29.58
INOXWIND, EQ, 22-Mar-2021,67.15,66.6,72.6,66.6,69.95,69.7,69.81,267079,186.46,2657,150529,56.36
INSECTICID, EQ, 22-Mar-2021,433.8,432.7,446.4,428.6,445.95,443,441.59,25371,112.03,1723,15183,59.84
INSPIRISYS, EQ, 22-Mar-2021,41.2,40.05,42.3,40,41.95,41.5,41.19,2491,1.03,49,1620,65.03
INTEGRA, BE, 22-Mar-2021,3.6,3.75,3.75,3.75,3.75,3.75,3.75,29054,1.09,15, -, -
INTELLECT, EQ, 22-Mar-2021,673.3,699,732,670.3,683,682,690.07,1806164,12463.86,55617,706337,39.11
INTENTECH, EQ, 22-Mar-2021,32.45,33.8,34,32.6,33.9,33.3,33.02,11906,3.93,175,9440,79.29
INVENTURE, EQ, 22-Mar-2021,30.65,31,32.05,29.8,31.95,31.85,31.45,430537,135.4,1315,265027,61.56
IOB, EQ, 22-Mar-2021,15.6,15.85,15.85,14.9,15.15,15,15.2,8014850,1218.31,11692,3544465,44.22
IOC, EQ, 22-Mar-2021,98.75,99.65,99.8,98.25,99.2,99.15,98.82,21252461,21002.28,68362,7713232,36.29
IOLCP, EQ, 22-Mar-2021,580.25,582,590.8,567,569.95,570.45,576.94,476868,2751.24,19206,154333,32.36
IPCALAB, EQ, 22-Mar-2021,1839.15,1855.05,1895,1816.15,1837,1832.4,1838.26,237581,4367.36,21678,131868,55.5
IRB, EQ, 22-Mar-2021,110.4,111.5,114.75,110.15,112.6,112.4,112.87,1774445,2002.79,12612,311174,17.54
IRBINVIT, IV, 22-Mar-2021,56.41,57,57,55.51,56,55.98,56.21,557500,313.35,164,512500,91.93
IRCON, EQ, 22-Mar-2021,83.55,83.6,84.4,82.25,82.85,82.9,83.27,2537702,2113.21,14240,552349,21.77
IRCTC, EQ, 22-Mar-2021,1855.45,1857,1879,1804.15,1837,1838.05,1845.12,2250190,41518.72,96566,267584,11.89
IREDA, N5, 22-Mar-2021,1257.09,1299.99,1300,1253,1255.8,1254.05,1257.36,369,4.64,24,369,100
IREDA, N6, 22-Mar-2021,1415,1387,1388,1373.21,1380,1379.38,1381.61,75,1.04,5,70,93.33
IRFC, EQ, 22-Mar-2021,23.95,24,24.5,23.85,23.9,23.9,24.01,13817385,3317.35,27700,6117821,44.28
IRFC, N1, 22-Mar-2021,1066.23,1065.6,1075.88,1065.6,1075,1068.21,1067.98,4940,52.76,27,4490,90.89
IRFC, N2, 22-Mar-2021,1215,1215,1215,1202.01,1207,1207.43,1206.3,338,4.08,10,263,77.81
IRFC, N3, 22-Mar-2021,1072.35,1132,1132,1073.31,1073.31,1073.31,1102.66,100,1.1,2,0,0
IRFC, N9, 22-Mar-2021,1236,1230,1230,1230,1230,1230,1230,2,0.02,2,2,100
IRFC, NA, 22-Mar-2021,1355.79,1351.05,1370.6,1351.05,1364.8,1364.8,1367.06,104,1.42,3,104,100
IRFC, NE, 22-Mar-2021,1395,1419.5,1419.5,1419.3,1419.3,1419.3,1419.4,33,0.47,4,33,100
IRFC, NI, 22-Mar-2021,1134.99,1125.01,1125.01,1125.01,1125.01,1125.01,1125.01,38,0.43,2,38,100
IRFC, NJ, 22-Mar-2021,1225,1230,1230,1224.95,1224.95,1225.37,1225.59,1050,12.87,11,1050,100
IRFC, NO, 22-Mar-2021,1238.01,1241,1241,1236,1241,1236.22,1239.91,395,4.9,7,393,99.49
IRISDOREME, EQ, 22-Mar-2021,87,87,91,87,90.8,90.45,89.62,5394,4.83,127,3585,66.46
ISEC, EQ, 22-Mar-2021,410,410.8,417,405.1,412.5,413.05,412.55,473161,1952.05,11108,311043,65.74
ISFT, EQ, 22-Mar-2021,64.35,64.8,67.55,63.45,67.55,67.55,67.04,10018,6.72,117,8956,89.4
ISMTLTD, EQ, 22-Mar-2021,11.05,11.25,11.25,10.85,11.1,11,11,204311,22.48,293,190884,93.43
ITC, EQ, 22-Mar-2021,222.95,223.3,226.4,221.5,226,226,224.4,46050245,103337.89,207251,18744523,40.7
ITDC, EQ, 22-Mar-2021,372.95,374.95,402.35,370.55,390,392.4,388.07,270140,1048.33,8859,45982,17.02
ITDCEM, EQ, 22-Mar-2021,78.95,79.8,83.8,77.4,80.9,81.45,81.53,883934,720.68,10552,199195,22.54
ITI, EQ, 22-Mar-2021,118.3,119,121.4,118.1,119.45,119.75,119.71,604152,723.25,8244,138281,22.89
IVC, EQ, 22-Mar-2021,4.15,4.25,4.25,4.05,4.05,4.1,4.12,185977,7.66,218,142507,76.63
IVP, BE, 22-Mar-2021,110.95,114.9,115.65,111,114.8,114.8,113.38,3149,3.57,23, -, -
IVZINGOLD, EQ, 22-Mar-2021,4080.65,4080.65,4080.65,4021,4040,4045.4,4068.78,204,8.3,36,191,93.63
IVZINNIFTY, EQ, 22-Mar-2021,1587.95,1556.2,1597.1,1556.2,1581,1581,1585.23,51,0.81,11,31,60.78
IZMO, EQ, 22-Mar-2021,56,57.5,57.5,53.25,53.8,53.6,55.04,25913,14.26,317,19043,73.49
J&KBANK, EQ, 22-Mar-2021,26.7,27,27.15,26.55,26.75,26.7,26.82,1288508,345.54,3472,710665,55.15
JAGRAN, EQ, 22-Mar-2021,58.75,59.4,59.8,58.8,59.05,59.1,59.19,308248,182.47,1161,223563,72.53
JAGSNPHARM, EQ, 22-Mar-2021,78.25,78.1,83.55,75.9,79.9,79.75,79.03,557632,440.69,8094,88407,15.85
JAIBALAJI, BE, 22-Mar-2021,34.1,34.95,35,33,34.75,34.8,34.64,64456,22.33,58, -, -
JAICORPLTD, EQ, 22-Mar-2021,88,88.6,89.6,87.2,87.8,88,88.46,951157,841.4,6752,206604,21.72
JAINSTUDIO, BZ, 22-Mar-2021,2.2,2.2,2.2,2.2,2.2,2.2,2.2,10,0,1, -, -
JAMNAAUTO, EQ, 22-Mar-2021,69.35,69.2,71.2,68.7,69.5,69.45,70.05,1193298,835.87,11106,360886,30.24
JASH, EQ, 22-Mar-2021,280.7,288.75,307,272,300,299.25,292.84,73674,215.75,1134,52786,71.65
JAYAGROGN, EQ, 22-Mar-2021,138.45,138.65,149.05,136.15,139.2,142.55,145.14,41030,59.55,918,12720,31
JAYBARMARU, EQ, 22-Mar-2021,234.5,232.45,237.9,227.05,234,234.4,232.04,15938,36.98,470,7992,50.14
JAYNECOIND, EQ, 22-Mar-2021,11.4,11.55,11.7,10.85,10.85,10.85,10.99,243596,26.77,367,157033,64.46
JAYSREETEA, EQ, 22-Mar-2021,70.55,70,71.7,69,69.05,69.3,70.22,68808,48.32,1087,29333,42.63
JBCHEPHARM, EQ, 22-Mar-2021,1185,1199.9,1205,1165,1180.05,1187.35,1180.89,65105,768.82,6864,32888,50.52
JBFIND, EQ, 22-Mar-2021,11.5,11.75,12.25,11.2,11.6,11.4,11.65,595274,69.33,3109,349096,58.64
JBMA, EQ, 22-Mar-2021,431.25,434.7,434.7,418.2,421.95,422.6,425.31,21924,93.24,1713,10837,49.43
JCHAC, EQ, 22-Mar-2021,2596.45,2600.1,2636.2,2557,2594,2584.2,2593.57,6493,168.4,1534,3795,58.45
JETAIRWAYS, BZ, 22-Mar-2021,102.4,101,102.4,97.3,99.4,99.2,99.19,77436,76.81,1334, -, -
JETKNIT, SM, 22-Mar-2021,18.9,19.8,19.8,19.8,19.8,19.8,19.8,4500,0.89,2,4500,100
JHS, BE, 22-Mar-2021,22.45,22.35,22.4,21.35,21.55,21.65,21.74,111843,24.31,170, -, -
JIKIND, BE, 22-Mar-2021,0.65,0.65,0.65,0.6,0.6,0.6,0.63,5702,0.04,20, -, -
JINDALPHOT, EQ, 22-Mar-2021,58.4,61.3,61.3,61.3,61.3,61.3,61.3,9101,5.58,80,9101,100
JINDALPOLY, EQ, 22-Mar-2021,750.7,752,788.2,747.9,775.25,773.75,771.04,179291,1382.4,8162,63056,35.17
JINDALSAW, EQ, 22-Mar-2021,75.15,75.85,77,74.35,75.55,75.55,75.45,633458,477.97,4565,173540,27.4
JINDALSTEL, EQ, 22-Mar-2021,313.05,313,323.8,309,322.5,320.95,316.96,7824327,24799.85,53480,1562516,19.97
JINDCOT, BE, 22-Mar-2021,1.6,1.65,1.65,1.65,1.65,1.65,1.65,11752,0.19,8, -, -
JINDRILL, EQ, 22-Mar-2021,93.45,95.35,95.4,91.5,92.2,92.7,92.86,15462,14.36,248,13186,85.28
JINDWORLD, EQ, 22-Mar-2021,50.7,51,51.7,50.05,50.95,50.7,50.89,159750,81.3,776,6509,4.07
JISLDVREQS, BE, 22-Mar-2021,13.2,13.75,13.8,12.65,13,13.2,13.53,46450,6.28,241, -, -
JISLJALEQS, EQ, 22-Mar-2021,21.1,21.5,21.7,20.05,20.15,20.15,20.59,2924891,602.12,6667,1948698,66.62
JITFINFRA, BE, 22-Mar-2021,7.8,7.8,8.15,7.5,8,8,7.78,1523,0.12,14, -, -
JIYAECO, BE, 22-Mar-2021,5.65,5.8,5.85,5.65,5.7,5.85,5.73,32754,1.88,112, -, -
JKCEMENT, EQ, 22-Mar-2021,2744.55,2772.85,2875,2760,2799,2796.35,2796.07,27995,782.76,6439,13903,49.66
JKIL, EQ, 22-Mar-2021,188.55,187.25,190.4,185.5,188.85,188.1,188.17,52065,97.97,2033,29919,57.46
JKLAKSHMI, EQ, 22-Mar-2021,412.8,411.9,428.8,405,405.9,406.85,413.27,244179,1009.13,7591,140980,57.74
JKPAPER, EQ, 22-Mar-2021,148,147,149.8,145,146.55,147.25,147.32,834284,1229.04,9325,212915,25.52
JKTYRE, EQ, 22-Mar-2021,112.25,114.9,119,113.3,118.9,117.9,116.39,3215427,3742.52,23442,580420,18.05
JMA, EQ, 22-Mar-2021,32.15,32.3,32.9,31.8,31.9,31.9,31.96,5095,1.63,60,4806,94.33
JMCPROJECT, EQ, 22-Mar-2021,78.25,79.8,79.8,76.5,77.45,77.7,77.7,83426,64.82,968,46001,55.14
JMFINANCIL, EQ, 22-Mar-2021,89.35,89.4,94.25,86.05,93,93.15,90.35,2342659,2116.66,14314,665576,28.41
JMTAUTOLTD, BE, 22-Mar-2021,2.7,2.65,2.75,2.6,2.65,2.65,2.67,183089,4.89,355, -, -
JOCIL, EQ, 22-Mar-2021,147.1,150.4,152.8,147.05,151.95,151.1,150.71,14688,22.14,262,11131,75.78
JPASSOCIAT, EQ, 22-Mar-2021,6.9,7,7.15,6.85,7.05,7,7.01,9175122,642.89,19789,5541486,60.4
JPINFRATEC, EQ, 22-Mar-2021,1.65,1.7,1.7,1.65,1.7,1.7,1.7,1652962,28.09,17225,1130884,68.42
JPOLYINVST, BE, 22-Mar-2021,32.2,32.2,32.2,32.2,32.2,32.2,32.2,2165,0.7,13, -, -
JPPOWER, EQ, 22-Mar-2021,2.55,2.65,2.65,2.65,2.65,2.65,2.65,3917901,103.82,851,3904901,99.67
JSL, EQ, 22-Mar-2021,65.75,66.5,66.65,65,65.4,65.5,65.82,523442,344.53,4312,204387,39.05
JSLHISAR, EQ, 22-Mar-2021,116.3,116.9,118.4,114.4,115.25,115,115.87,223485,258.95,2141,116380,52.08
JSWENERGY, EQ, 22-Mar-2021,84.8,85.5,87.4,85.05,86.25,86.25,86.3,5497499,4744.4,24373,1772960,32.25
